ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
AMZN,30,10,ARIMA,50,4.793545819735729,0.05327551648848552
AMZN,30,10,Naive,50,4.777430944442749,0.05307987401668769
AMZN,30,10,XGBoost,48,5.482098016016949,0.05665974082320354
AMZN,30,20,ARIMA,50,6.135144696001548,0.07162861449157083
AMZN,30,20,Naive,50,6.164161157608032,0.07168606847763552
AMZN,30,20,XGBoost,48,8.286117547438174,0.0868371058838839
AMZN,60,1,ARIMA,50,2.092348148867121,0.019963044412795086
AMZN,60,1,Naive,50,2.0807808399200423,0.01985508476354037
AMZN,60,1,XGBoost,48,2.535433635020461,0.024497373337602758
AMZN,60,5,ARIMA,50,3.94316488934226,0.03868154391288244
AMZN,60,5,Naive,50,3.9484502983093273,0.038796151522659965
AMZN,60,5,XGBoost,48,4.588897923346722,0.04341919710342795
AMZN,60,10,ARIMA,50,4.913398537716836,0.04866469714766387
AMZN,60,10,Naive,50,4.889210128784182,0.04856587482343486
AMZN,60,10,XGBoost,48,6.0669636112024286,0.0594892248050228
AMZN,60,20,ARIMA,50,6.692069239439945,0.06895350949042993
AMZN,60,20,Naive,50,6.699930038452149,0.06890420366470647
AMZN,60,20,XGBoost,48,7.98445171044393,0.08099758928565147
AMZN,90,1,ARIMA,50,1.0960421541572594,0.01136968575413608
AMZN,90,1,Naive,50,1.097979211807252,0.01143788736910942
AMZN,90,1,XGBoost,49,1.1963370756396612,0.013014569867678098
AMZN,90,5,ARIMA,50,2.939332416022365,0.030626394494075098
AMZN,90,5,Naive,50,2.950099763870239,0.0307588499758808
AMZN,90,5,XGBoost,49,3.1783460641754573,0.030621334429667663
AMZN,90,10,ARIMA,50,3.9072397214015244,0.0457352440567913
AMZN,90,10,Naive,50,3.886740684509277,0.045580193057848044
AMZN,90,10,XGBoost,49,4.422275449513644,0.04924898135098117
AMZN,90,20,ARIMA,50,5.31265569117399,0.05435331953824596
AMZN,90,20,Naive,50,5.319409475326538,0.054361208041015366
AMZN,90,20,XGBoost,48,8.02692867803261,0.0759740413698427
AMZN,180,1,ARIMA,50,1.4073264298452164,0.01272319333007007
